Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Duplicate),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Confidence Level),Custom field (Development),Custom field (Epic Link),Custom field (Raised During),Custom field (Rank),Sprint,Custom field (Test Sessions),Custom field (Testing Status),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment
Site visitor asks a question,CGAA-373,15193,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,11/Jan/15 12:49 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,Accessibility,,"*Feature*
As a site visitor
I ask a health related question 
to get an answer from the Go Ask Alice! team

*Scenario*
As a site visitor I click the Ask Alice icon
to access the form to add my question

*Scenario*
As a site visitor I click the Ask your question link on the home page
to access the form to add my question

*Scenario*
As a site visitor asking a question
I enter the subject and question,
and select a category(s) from a list of existing categories
",,laci,leslieg,,,,,,,,,,,,CGAA-348,CGAA-693,,,,,,,,,,,,,,,,,3.0,1=High,{},CGAA-113,,1|i0053z:,,,,2015-03-12 08:08:26.922,"12/Mar/15 4:08 AM;laci;The first two scenarios has not been addressed yet (at least not in cleanroom), so adding a new user story ticket for them and not closing this ticket yet.",,,
Two users don't simultaneously edit a node,CGAA-280,14906,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,12/Dec/14 10:22 AM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"As a member of the editorial team 
I need to be made aware that somene else is in the process of editting a node that I need to edit
so that we are not overwriting each other's edits",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2=Likely,{},CGAA-6,,1|i0053r:,,,,,,,,
Summary of research displayed prominently on question,CGAA-333,15151,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,27/Dec/14 3:40 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"*Feature*
As an editorial team member working on a reader question
I can read a summary of research already done or an answer already written
so I am easily informed as I take up my own focus on the question

*Scenario*
Researcher describes set of logical inferences from cited sources

*Scenario*
Writer ...",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2=Likely,{},CGAA-6,,1|i0053j:,,"10022, ",bonfire.textingstatus.complete,,,,,
WYSIWYG,CGAA-465,15398,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,04/Feb/15 10:30 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"As an anonymous site visitor
I do not have WYSIWYG options for any text area
so that text I enter is always formatted by the theme layer

As an editorial team member, 
I have sensible minimal defaults
so that the toolbars are reasonably uncluttered
while also providing the tools needed most often.

As an editorial team member, 
I can choose styles from a dropdown menu (e.g. Header 1)
and the related markup will successfully be rendered.",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1=High,{},CGAA-6,,1|i0053b:,,,,,,,,
The text of reader questions goes through revision ,CGAA-83,11826,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kay v,kay v,28/Apr/14 5:54 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,Sprint 1,,0,,,"We know Alice's answers go through research and revisions. Do you need to be able to track changes to the text of questions, as well?

As a manager 
I need to see any edits that have been made to reader questions
in order to make sure the edits are appropriate",,amanda,kay v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1=High,{},CGAA-6,,1|i00533:,,,,2014-04-29 17:57:59.54,"29/Apr/14 1:57 PM;amanda;Yes, that would be helpful. We have an internal protocol that the content of the questions stay as true to the original as possible. We will edit for misspellings, grammar, etc., but keep the spirit enact. So, while not many edits are happening, it's important for the manager to see what, if any, edits have been done.",,,
Save changes made in browser,CGAA-270,14611,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,25/Nov/14 10:47 AM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,Sprint 1,,0,,,"As a member of the editorial team completing my work directly in the browser
I am protected against typical user or network issues such as navigating off page
so that content I am entering into the browser is not lost",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1=High,{},CGAA-6,,1|i0052v:,,,,,,,,
Allow work to be submitted in browsers other than firefox,CGAA-236,13337,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kathlynw,kathlynw,18/Aug/14 4:27 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"Because the CMS is apparently optimized for Firefox, logging in and submitting work to the CMS from any other browser can result in an error. For example, a researcher recently used Safari from home to sign in to the CMS and upload a researcher document. What appeared to result was that the reseaerch document and information from ""Mucus buildup"" (the submission she was uploading a document to) was also transfered to ""Sexual transmission of a yeast infection"" in error. This is not the first time something similar has happened due to the use of a different web browser. It would be great that with the rebuild that the CMS was equally accessible with any web browser without error. ",,kathlynw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1=High,{},CGAA-6,,1|i0052n:,,,,,,,,
"Use in-place editing for relationship between questions, answers and research ",CGAA-269,14610,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,25/Nov/14 10:44 AM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"In place editing let's interns see things in context without needing to navigate between content types.  Reduces training needed for interns

Even experienced users can glance at context to make changes in line. Reduces cognitive load",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3=Possible,{},CGAA-6,,1|i0052f:,,,,,,,,
Add structured content to Questions,CGAA-111,11873,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,kay v,kay v,30/Apr/14 11:41 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"As a researcher, I can write a new piece of research and associate it with one or more Reader question(s).
As a writer, I can write a new answer or revise an existing answer and associate it with one or more Reader question(s)",,kay v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3=Possible,{},CGAA-6,,1|i00527:,,,,,,,,
Researcher needs to upload supplemental documents,CGAA-189,12133,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,14/May/14 12:09 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,,,amanda,kathlynw,kay v,leslieg,,,,,,,,,,CGAA-200,,,,,,,,,,,,,,,,,,,4=Unknown,{},CGAA-6,,1|i0051r:,,,,2014-05-19 19:44:22.689,"19/May/14 3:44 PM;kathlynw;As a researcher doing research on a question, I need to upload documents because...
1) we currently ask that each researcher fill out a ""research document"" using a template that allows them to fill out bibliographic information about the source they are citing, copy and paste information directly from the source, highlight relevant information, list related Q&As already published to the site, any relevant definitions related to the topic, suggested campus resources to reference in the response, and formulate conclusions about how the information gathered answers the question asked and directions that the written response might take.
2) the writer downloads the researcher document from the CMS to access specific information from reliable resources gathered by the researcher to formulate an evidenced-based response to a reader's question. (The manager typically reviews the research document prior to assigning a writer to make sure everything looks okay)
3) having the research document on file allows anyone from GAA! to reference it for a reader who questions where we got our research to inform our answer. 
4) it also is a starting place for someone reviewing a question that is not within a three year review period.","20/May/14 12:35 PM;amanda;Example researcher documents can be found here: https://ownsourcing.atlassian.net/browse/CGAA-130
","21/May/14 8:07 AM;kay v;Very useful level of detail! Thank you! 

Please see comment on CGAA-200 regarding document upload. All of the requirements described in this story can be implemented in the browser. The major outstanding question is whether the 'diff' functionality from Workshop 2 provides sufficient change tracking capabilities. Would a more focused prototype just of those capabilities be better for gathering feedback?","22/May/14 10:47 AM;amanda;Yes, a more focused prototype would be very helpful at this point!"
Researcher starts discussion around a question,CGAA-108,11870,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,nicl,nicl,30/Apr/14 3:34 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,As a researcher I want to start a discussion around a question that has been assigned to me.,,kay v,nicl,,,,,,,,,,,,CGAA-85,CGAA-111,CGAA-689,,,,,,,,,,,,,,,,3.0,3=Possible,{},CGAA-6,,1|i0051j:,,"10022, ",bonfire.textingstatus.complete,2014-05-01 04:15:54.607,01/May/14 12:15 AM;kay v;possibly a duplicate,,,
Writer compares their edits to the final version,CGAA-332,15150,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,27/Dec/14 3:35 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,Sprint 1,,0,,,"As a writer
I can easily compare the final version to the changes that I made
so that I can be more knowledgable when working on future questions",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3=Possible,{},CGAA-6,,1|i0051b:,,,,,,,,
Editorial team members can get more information on changes made,CGAA-285,15103,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,16/Dec/14 1:07 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,Sprint 1,,0,,,"As a member of the editorial team 
I can view diffs of content revisions
so that I can determine the changes between revisions, who made the changes and when the changes were made and how the changes impact the answer",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2=Likely,{},CGAA-6,,1|i00513:,,,,,,,,
Update reader response within question,CGAA-413,15343,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,30/Jan/15 1:35 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"As a member of the editorial team who is updating a question
I can also edit the reader responses for this question from the question page so that I can easily make sure they are in sync in terms of updated content",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2=Likely,{},CGAA-6,,1|i0050v:,,,,,,,,
Editorial team member can view entire picture around a question,CGAA-284,15102,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,16/Dec/14 1:03 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"As a member of the editorial team
I can look at the question node to see the latest version of all related entities and see an indication that there are more recent versions of any of the related entities
so that I can easily understand if things are in flux with a question
",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-6,,1|i0050n:,,"10022, ",bonfire.textingstatus.complete,,,,,
Editorial team members can know if answer is up-to-date regarding related researches,CGAA-405,15335,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,laci,laci,27/Jan/15 9:04 AM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,Authoring entity references,,,0,,,"As a member of the editorial team
visiting question nodes in my queue
I can immediately see if related researches have been changed since adding them to the question.",,laci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-5,,1|i0050f:,,,,,,,,
Indicate that reader input has been addressed,CGAA-430,15360,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,31/Jan/15 1:18 AM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"As the user responsible for making sure reader input, excluding reader responses, is addressed
I can indicate that a reader input submission has been taken care of
so that it no longer appears in my queue of submissions to be addressed",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2=Likely,{},CGAA-5,,1|i00507:,,,,,,,,
Statistics report,CGAA-368,15186,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,10/Jan/15 4:09 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"*Feature*
As a manager on the editorial teamI can view a statistics report to help understand how the editorial workflow process is working",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-5,,1|i004zz:,,,,,,,,
Performance report,CGAA-367,15185,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,10/Jan/15 4:07 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"*Feature*
As a manager I can view user activity over a specified time period
for performance management

I usually check daily/weekly
Functionality on d6 site -  (dashboard > user activity > run report) ",,leslieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2=Likely,{},CGAA-5,,1|i004zr:,,,,,,,,
Content selected for home page publishing,CGAA-366,15184,Story,Open,CGAA,Columbia Go Ask Alice!,software,kay v,,,Major,,,leslieg,leslieg,10/Jan/15 3:51 PM,12/Aug/15 3:25 PM,13/Feb/18 9:40 PM,,,,,0,,,"*Feature*
As a person responsible for siplaying content on the homepage each week, 
I can select the content to be displayed

*Scenario*
As a person responsible for determining what content will be displayed on the homepage on a specific date
I can select the questions to be displayed

*Scenario*
As a person responsible for determining what content will be displayed on the homepage on a specific date
I can select the theme(collection) to be displayed

*Scenario*
As a person responsible for determining what content will be displayed on the homepage on a specific date
I can select the poll to be displayed

*Scenario*
As a manager I can view the content that will be displayed to the home page on a specific date

*Scenario*
A set of information can be set to be published to the home page at any time (currently it must be hourly)",,kay v,leslieg,,,,,,,,,,,,CGAA-291,CGAA-441,,,,,,,,,,,,,,,,,3.0,4=Unknown,{},CGAA-5,,1|i004zb:,,,,2015-02-23 12:03:26.931,23/Feb/15 7:03 AM;kay v;tickets needing to be combined - maybe take the earliest: cgaa-291?,,,
